cfrac, sn-0.6.0, 06.28, 3328, 6.28, 0.00, 0, 435
cfrac, sn-0.6.0-checks, 06.62, 3680, 6.62, 0.00, 0, 498
cfrac, sn-0.5.3, 06.32, 8260, 6.32, 0.00, 0, 445
cfrac, mi, 06.34, 4480, 6.34, 0.00, 0, 183
cfrac, smi, 07.09, 4640, 7.09, 0.00, 0, 180
cfrac, je, 06.67, 10080, 6.67, 0.00, 0, 272
cfrac, scudo, 08.44, 4592, 8.43, 0.00, 0, 612
espresso, sn-0.6.0, 05.14, 6272, 5.12, 0.02, 0, 660
espresso, sn-0.6.0-checks, 05.27, 12588, 5.25, 0.02, 0, 717
espresso, sn-0.5.3, 05.16, 10392, 5.13, 0.02, 0, 416
espresso, mi, 05.20, 8228, 5.18, 0.02, 0, 173
espresso, smi, 05.51, 6684, 5.47, 0.04, 0, 286
espresso, je, 05.52, 10036, 5.50, 0.02, 0, 346
espresso, scudo, 06.10, 4988, 6.08, 0.02, 0, 643
barnes, sn-0.6.0, 02.87, 65676, 2.85, 0.01, 0, 2843
barnes, sn-0.6.0-checks, 02.87, 65740, 2.85, 0.01, 0, 2849
barnes, sn-0.5.3, 02.92, 70060, 2.88, 0.03, 0, 2527
barnes, mi, 02.88, 66928, 2.85, 0.03, 0, 2467
barnes, smi, 02.96, 66852, 2.94, 0.01, 0, 2655
barnes, je, 02.90, 74700, 2.88, 0.02, 0, 2546
barnes, scudo, 02.92, 61788, 2.89, 0.03, 0, 4301
redis, sn-0.6.0, 4.245, 30380, 1.77, 0.37, 0, 8548
redis, sn-0.6.0-checks, 4.315, 33512, 1.75, 0.42, 0, 9040
redis, sn-0.5.3, 4.337, 36984, 1.73, 0.45, 0, 7231
redis, mi, 4.331, 35288, 1.79, 0.38, 0, 8024
redis, smi, 4.605, 35824, 1.91, 0.41, 0, 8134
redis, je, 5.035, 36812, 2.18, 0.35, 0, 6772
redis, scudo, 5.234, 37956, 2.27, 0.36, 0, 9869
leanN, sn-0.6.0, 25.67, 528640, 100.31, 1.02, 0, 12118
leanN, sn-0.6.0-checks, 25.87, 701804, 98.45, 0.94, 0, 12641
leanN, sn-0.5.3, 26.10, 541100, 99.29, 0.80, 6, 4095
leanN, mi, 27.11, 589260, 104.25, 1.27, 1, 212625
leanN, smi, 27.17, 651172, 99.33, 1.94, 0, 382350
leanN, je, 25.95, 526684, 98.49, 1.08, 2, 157093
leanN, scudo, 32.32, 599760, 116.01, 1.92, 0, 593566
larsonN-sized, sn-0.6.0, 1.221, 910256, 360.97, 1.24, 0, 74878
larsonN-sized, sn-0.6.0-checks, 1.617, 877704, 358.52, 1.23, 0, 65047
larsonN-sized, sn-0.5.3, 1.406, 734816, 361.03, 1.17, 0, 15568
larsonN-sized, mi, 1.222, 623752, 349.14, 1.37, 0, 80186
larsonN-sized, smi, 1.837, 756548, 342.43, 1.56, 0, 131188
larsonN-sized, je, 1.703, 677872, 345.00, 3.61, 0, 186624
larsonN-sized, scudo, 52.943, 222004, 64.96, 276.14, 17, 105030
mstressn-0.5.3, sn-0.6.0, 02.22, 1735832, 61.71, 2.37, 0, 34228
mstressn-0.5.3, sn-0.6.0-checks, 02.80, 1707756, 53.53, 3.72, 0, 46090
mstressn-0.5.3, sn-0.5.3, 01.81, 2164696, 69.78, 1.81, 0, 5503
mstressn-0.5.3, mi, 01.55, 3199412, 49.08, 1.58, 0, 11620
mstressn-0.5.3, smi, 07.09, 4344100, 37.20, 15.75, 0, 616758
mstressn-0.5.3, je, 04.40, 1276728, 44.60, 61.34, 0, 7805314
mstressn-0.5.3, scudo, 08.33, 927612, 48.76, 38.42, 0, 4629652
rptestN, sn-0.6.0, 2.761, 959496, 37.60, 5.24, 0, 32257
rptestN, sn-0.6.0-checks, 4.164, 906108, 51.76, 5.11, 0, 32289
rptestN, sn-0.5.3, 4.019, 633172, 48.40, 5.77, 27, 1231
rptestN, mi, 3.366, 919208, 34.68, 9.35, 0, 9888
rptestN, smi, 5.470, 669624, 26.96, 11.03, 0, 80914
rptestN, je, 3.097, 776228, 40.16, 9.62, 3, 124770
rptestN, scudo, 5.882, 245752, 36.42, 41.84, 1, 80596
sed, sn-0.6.0, 01.75, 342712, 1.67, 0.07, 0, 1453
sed, sn-0.6.0-checks, 01.74, 347420, 1.66, 0.08, 0, 1603
sed, sn-0.5.3, 01.73, 310148, 1.65, 0.07, 0, 681
sed, mi, 01.74, 330592, 1.64, 0.09, 0, 403
sed, smi, 01.80, 312464, 1.67, 0.12, 0, 33693
sed, je, 01.75, 295392, 1.67, 0.08, 0, 9168
sed, scudo, 01.80, 245424, 1.70, 0.10, 0, 60800
gs, sn-0.6.0, 01.18, 48188, 1.14, 0.03, 0, 1994
gs, sn-0.6.0-checks, 01.20, 53956, 1.17, 0.02, 0, 1998
gs, sn-0.5.3, 01.17, 56072, 1.15, 0.01, 0, 1872
gs, mi, 01.16, 57376, 1.13, 0.03, 0, 1655
gs, smi, 01.19, 56984, 1.16, 0.02, 0, 4621
gs, je, 01.19, 53656, 1.15, 0.03, 0, 3716
gs, scudo, 01.22, 41384, 1.15, 0.07, 0, 17154
alloc-test1, sn-0.6.0, 03.63, 14048, 3.62, 0.00, 0, 1354
alloc-test1, sn-0.6.0-checks, 03.83, 16124, 3.82, 0.00, 0, 1415
alloc-test1, sn-0.5.3, 03.76, 17220, 3.75, 0.00, 0, 297
alloc-test1, mi, 03.59, 20060, 3.58, 0.00, 0, 317
alloc-test1, smi, 04.10, 17944, 4.10, 0.00, 0, 1702
alloc-test1, je, 03.89, 24208, 3.88, 0.00, 0, 1909
alloc-test1, scudo, 04.96, 15948, 4.95, 0.00, 0, 7687
alloc-testN, sn-0.6.0, 03.61, 17656, 57.11, 0.01, 0, 7068
alloc-testN, sn-0.6.0-checks, 03.97, 23048, 60.66, 0.03, 0, 8803
alloc-testN, sn-0.5.3, 03.74, 42020, 57.48, 0.01, 4, 583
alloc-testN, mi, 03.78, 73456, 57.15, 0.01, 2, 500
alloc-testN, smi, 04.16, 73948, 63.16, 0.03, 4, 687
alloc-testN, je, 04.07, 82784, 61.13, 0.03, 0, 3087
alloc-testN, scudo, 05.27, 18112, 82.29, 0.03, 6, 12454
sh6benchN, sn-0.6.0, 00.12, 299532, 1.60, 0.27, 0, 31224
sh6benchN, sn-0.6.0-checks, 00.22, 488156, 4.43, 0.40, 0, 45468
sh6benchN, sn-0.5.3, 00.07, 266628, 1.62, 0.12, 0, 818
sh6benchN, mi, 00.08, 232748, 1.50, 0.10, 0, 10372
sh6benchN, smi, 00.28, 276368, 4.08, 0.56, 0, 45857
sh6benchN, je, 00.18, 391408, 3.42, 0.33, 0, 34876
sh6benchN, scudo, 08.21, 366880, 52.44, 531.87, 0, 118352
sh8benchN, sn-0.6.0, 00.19, 305764, 5.11, 0.16, 0, 17449
sh8benchN, sn-0.6.0-checks, 00.80, 618592, 16.95, 1.32, 0, 10444
sh8benchN, sn-0.5.3, 00.16, 558756, 6.48, 0.26, 0, 1394
sh8benchN, mi, 00.21, 583540, 3.10, 0.18, 0, 1490
sh8benchN, smi, 00.58, 747200, 11.79, 0.64, 0, 14864
sh8benchN, je, 00.44, 426288, 16.03, 0.38, 0, 29301
sh8benchN, scudo, 32.20, 298268, 234.32, 2052.05, 0, 124417
xmalloc-testN, sn-0.6.0, 0.204, 267376, 189.19, 49.04, 0, 41749
xmalloc-testN, sn-0.6.0-checks, 0.281, 280608, 206.84, 12.19, 0, 23949
xmalloc-testN, sn-0.5.3, 0.230, 356096, 203.43, 36.47, 43, 1156
xmalloc-testN, mi, 0.205, 374496, 323.45, 7.20, 27, 45493
xmalloc-testN, smi, 0.336, 266688, 328.05, 6.34, 0, 48494
xmalloc-testN, je, 1.418, 420164, 257.86, 11.78, 0, 51183
xmalloc-testN, scudo, 56.082, 115672, 18.80, 335.23, 0, 58185
cache-scratch1, sn-0.6.0, 01.41, 4012, 1.41, 0.00, 0, 288
cache-scratch1, sn-0.6.0-checks, 01.40, 3992, 1.39, 0.00, 0, 286
cache-scratch1, sn-0.5.3, 01.42, 8796, 1.41, 0.00, 0, 244
cache-scratch1, mi, 01.41, 8144, 1.40, 0.00, 0, 238
cache-scratch1, smi, 01.41, 8184, 1.40, 0.00, 0, 264
cache-scratch1, je, 01.41, 13332, 1.40, 0.00, 0, 312
cache-scratch1, scudo, 01.40, 3988, 1.40, 0.00, 0, 278
cache-scratchN, sn-0.6.0, 00.05, 6212, 3.29, 0.00, 0, 1094
cache-scratchN, sn-0.6.0-checks, 00.05, 6788, 3.15, 0.00, 0, 1198
cache-scratchN, sn-0.5.3, 00.06, 82068, 2.55, 0.02, 0, 510
cache-scratchN, mi, 00.05, 8188, 3.26, 0.00, 0, 377
cache-scratchN, smi, 00.05, 12492, 3.25, 0.01, 0, 378
cache-scratchN, je, 00.09, 141336, 1.98, 0.06, 0, 487
cache-scratchN, scudo, 00.05, 4700, 3.41, 0.01, 0, 535
glibc-simple, sn-0.6.0, 01.69, 2592, 1.69, 0.00, 0, 323
glibc-simple, sn-0.6.0-checks, 02.24, 4244, 2.24, 0.00, 0, 315
glibc-simple, sn-0.5.3, 01.71, 8228, 1.71, 0.00, 0, 274
